title,url,discounted_price,original_price
Sporting Backpack 2L Water Bladder Bag Hydration Packs Hiking Camping,https://www.cigabuy.com/sporting-backpack-2l-water-bladder-bag-hydration-packs-hiking-camping-p-14991.html,$5.45,$20.34 
Bluetooth Smart Watch with Weather Report Smart Bracelet Sleep Monitor ,https://www.cigabuy.com/bluetooth-smart-watch-with-weather-report-smart-bracelet-sleep-monitor-p-14845.html,$5.88,$19.87 
Authentic THC Tauren Solo RDA 24mm - Gunmetal,https://www.cigabuy.com/authentic-thc-tauren-solo-rda-24mm-gunmetal-p-14334.html,$18.37,$35.47 
5M SEA WOLF Kanthal A1 Alien Claptin 5M Heating Wire,https://www.cigabuy.com/5m-sea-wolf-kanthal-a1-alien-claptin-5m-heating-wire-p-12773.html,$2.09,$3.98 
100 Feet 30M Kanthal A1 Resistance Wire 22GA 0.6mm,https://www.cigabuy.com/100-feet-30m-kanthal-a1-resistance-wire-22ga-06mm-p-13656.html,$2.78,$4.19 
Authentic THC Tauren Solo RDA 24mm - Brass-Black,https://www.cigabuy.com/authentic-thc-tauren-solo-rda-24mm-brass-black-p-14333.html,$18.83,$35.47 
Authentic 5pcs Joyetech CUBIS BF SS316 Coil Head 0.5ohm,https://www.cigabuy.com/authentic-5pcs-joyetech-cubis-bf-ss316-coil-head-05ohm-p-8431.html,$6.15,$7.48 
11 in 1 Mini Pocket Bicycle Repair Tool Kits w Chain Breaker/ Hex Keys/ Torx T25,https://www.cigabuy.com/11-in-1-mini-pocket-bicycle-repair-tool-kits-w-chain-breaker-hex-keys-torx-t25-p-12361.html,$1.80,$9.99 
JM-PJ1010 10 in 1 Multifunctional Pliers Outdoor Folding Plier With Knife,https://www.cigabuy.com/jm-pj1010-10-in-1-multifunctional-pliers-outdoor-folding-plier-with-knife-p-14549.html,$5.79,$18.11 
HD Full Touch Waterproof IP67 Color Screen With Heart Rate Monitoring Smart Brac,https://www.cigabuy.com/hd-full-touch-waterproof-ip67-color-screen-with-heart-rate-monitoring-smart-brac-p-14673.html,$14.00,$52.06 
Car Windscreen Heat Sun Shade Anti Snow Frost Ice Dust Shield Cover Protector,https://www.cigabuy.com/car-windscreen-heat-sun-shade-anti-snow-frost-ice-dust-shield-cover-protector-p-14660.html,$0.12,$1.85 
Authentic 5FT VandyVape SS316L Mesh Wire 150mesh 0.9Ω/FT,https://www.cigabuy.com/authentic-5ft-vandyvape-ss316l-mesh-wire-150mesh-09Ωft-p-11370.html,$2.78,$4.06 
Transparent Outdoor Climbing Travel Rainwear Camping Waterproof Riding Clothes,https://www.cigabuy.com/transparent-outdoor-climbing-travel-rainwear-camping-waterproof-riding-clothes-p-13812.html,$0.12,$1.61 
Authentic Demon Killer Kanthal A1 5M Alien Coiling Wire,https://www.cigabuy.com/authentic-demon-killer-kanthal-a1-5m-alien-coiling-wire-p-11294.html,$4.02,$5.60 
Authentic THC Tauren RDA Atomizer 24MM - Brass Black,https://www.cigabuy.com/authentic-thc-tauren-rda-atomizer-24mm-brass-black-p-12388.html,$18.47,$19.78 
1/2 pcs Magnetic Therapy Posture Corrector Brace Shoulder Back Support Belt,https://www.cigabuy.com/12-pcs-magnetic-therapy-posture-corrector-brace-shoulder-back-support-belt-p-12305.html,$1.88,$13.50 
Posture Corrector Brace for Upper Back Thoracic Spine to Fix Hunched Shoulders,https://www.cigabuy.com/posture-corrector-brace-for-upper-back-thoracic-spine-to-fix-hunched-shoulders-p-12046.html,$0.12,$6.75 
5 x Authentic Smok TFV8 Baby M2 V8-Baby M2 Dual Coil Head 0.15Ohm,https://www.cigabuy.com/5-x-authentic-smok-tfv8-baby-m2-v8-baby-m2-dual-coil-head-015ohm-p-9764.html,$10.11,$12.47 
1/2pcs Body Slimming Sauna Vest for Women Hot Shirt,https://www.cigabuy.com/12pcs-body-slimming-sauna-vest-for-women-hot-shirt-p-11719.html,$1.32,$6.27 
3 x Authentic Vaporesso GT4 0.15Ω Cores Coil for NRG Tank Series,https://www.cigabuy.com/3-x-authentic-vaporesso-gt4-015Ω-cores-coil-for-nrg-tank-series-p-10916.html,$7.29,$9.33 
5 x Smok V8 Baby Q2 Dual Coil Head 0.4Ohm for TFV8 Baby RTA,https://www.cigabuy.com/5-x-smok-v8-baby-q2-dual-coil-head-04ohm-for-tfv8-baby-rta-p-9202.html,$10.27,$14.23 
1.6ml eGo-CE4 Clearomizer Plastic Drip Tip,https://www.cigabuy.com/16ml-ego-ce4-clearomizer-plastic-drip-tip-p-960.html,$0.48,$0.78 
3 x Authentic Wotofo H15 SINGLE MESH & PARALLEL COIL 0.15ohm,https://www.cigabuy.com/3-x-authentic-wotofo-h15-single-mesh-parallel-coil-015ohm-p-19862.html,$6.86,$16.37 
Projector Light 4.9ft Green & Blue Aluminum Laser Show,https://www.cigabuy.com/projector-light-49ft-green-blue-aluminum-laser-show-p-11522.html,$1.21,$40.20 
Authentic DamnVape Doom X MESH RTA 26mm - Black,https://www.cigabuy.com/authentic-damnvape-doom-x-mesh-rta-26mm-black-p-20609.html,$22.83,$25.12 
